index,_check,checking_peer,state,time
1501,751,bleonard,Start,00:13:00
1502,751,bleonard,Success,00:18:00
1503,752,djohns,Start,00:06:00
1504,752,djohns,Success,01:03:00
1505,753,djohns,Start,00:15:00
1506,753,djohns,Success,00:32:00
1507,754,djohns,Start,00:07:00
1508,754,djohns,Success,00:58:00
1509,755,gmcpherson,Start,00:15:00
1510,755,gmcpherson,Success,01:11:00
1511,756,ymoses,Start,00:05:00
1512,756,ymoses,Failure,00:34:00
1513,757,aclay,Start,00:06:00
1514,757,aclay,Success,00:35:00
1515,758,aclay,Start,00:09:00
1516,758,aclay,Success,00:50:00
1517,759,lmackey,Start,00:06:00
1518,759,lmackey,Success,00:28:00
1519,760,lthayer,Start,00:04:00
1520,760,lthayer,Success,00:58:00
1521,761,ahill,Start,00:08:00
1522,761,ahill,Failure,00:36:00
1523,762,wcary,Start,00:02:00
1524,762,wcary,Failure,00:55:00
1525,763,rlarson,Start,00:05:00
1526,763,rlarson,Success,00:31:00
1527,764,fkaiser,Start,00:05:00
1528,764,fkaiser,Success,00:13:00
1529,765,kmullins,Start,00:07:00
1530,765,kmullins,Success,01:02:00
1531,766,abowers,Start,00:09:00
1532,766,abowers,Success,00:24:00
1533,767,rmcbride,Start,00:05:00
1534,767,rmcbride,Success,00:40:00
1535,768,bcameron,Start,00:04:00
1536,768,bcameron,Success,01:01:00
1537,769,elawson,Start,00:08:00
1538,769,elawson,Success,00:21:00
1539,770,amccormick,Start,00:12:00
1540,770,amccormick,Success,00:53:00
1541,771,msandoval,Start,00:05:00
1542,771,msandoval,Success,00:23:00
1543,772,djohns,Start,00:06:00
1544,772,djohns,Success,00:11:00
1545,773,abowers,Start,00:12:00
1546,773,abowers,Success,01:11:00
1547,774,cchoi,Start,00:15:00
1548,774,cchoi,Success,00:53:00
1549,775,abarnes,Start,00:07:00
1550,775,abarnes,Success,00:32:00
1551,776,jgallegos,Start,00:08:00
1552,776,jgallegos,Success,00:36:00
1553,777,ymoses,Start,00:13:00
1554,777,ymoses,Success,01:08:00
1555,778,aclay,Start,00:04:00
1556,778,aclay,Success,00:13:00
1557,779,msandoval,Start,00:09:00
1558,779,msandoval,Success,01:00:00
1559,780,vearleen,Start,00:07:00
1560,780,vearleen,Success,00:24:00
1561,781,gwade,Start,00:08:00
1562,781,gwade,Failure,00:23:00
1563,782,aclay,Start,00:10:00
1564,782,aclay,Success,00:35:00
1565,783,mfuentes,Start,00:15:00
1566,783,mfuentes,Success,00:24:00
1567,784,rlarson,Start,00:01:00
1568,784,rlarson,Success,00:45:00
1569,785,kclayton,Start,00:04:00
1570,785,kclayton,Success,00:54:00
1571,786,gwade,Start,00:01:00
1572,786,gwade,Success,00:41:00
1573,787,ymoses,Start,00:09:00
1574,787,ymoses,Success,00:18:00
1575,788,mmullen,Start,00:08:00
1576,788,mmullen,Success,00:20:00
1577,789,rmcfarland,Start,00:03:00
1578,789,rmcfarland,Success,00:49:00
1579,790,gmcpherson,Start,00:02:00
1580,790,gmcpherson,Failure,00:16:00
1581,791,mmullen,Start,00:05:00
1582,791,mmullen,Success,00:12:00
1583,792,cchoi,Start,00:08:00
1584,792,cchoi,Failure,00:50:00
1585,793,jgallegos,Start,00:04:00
1586,793,jgallegos,Failure,00:21:00
1587,794,rmcbride,Start,00:04:00
1588,794,rmcbride,Success,00:14:00
1589,795,aclay,Start,00:06:00
1590,795,aclay,Success,00:47:00
1591,796,bcameron,Start,00:09:00
1592,796,bcameron,Success,01:07:00
1593,797,abarnes,Start,00:14:00
1594,797,abarnes,Success,01:13:00
1595,798,bcameron,Start,00:08:00
1596,798,bcameron,Success,00:59:00
1597,799,rmcbride,Start,00:14:00
1598,799,rmcbride,Success,00:25:00
1599,800,wcary,Start,00:04:00
1600,800,wcary,Failure,00:23:00
1601,801,jwagoner,Start,00:11:00
1602,801,jwagoner,Success,00:41:00
1603,802,dwalsh,Start,00:09:00
1604,802,dwalsh,Success,00:37:00
1605,803,mpierce,Start,00:15:00
1606,803,mpierce,Success,00:38:00
1607,804,ghickey,Start,00:08:00
1608,804,ghickey,Success,00:23:00
1609,805,bcameron,Start,00:03:00
1610,805,bcameron,Success,00:47:00
1611,806,kshannon,Start,00:12:00
1612,806,kshannon,Success,00:51:00
1613,807,cchoi,Start,00:15:00
1614,807,cchoi,Success,01:07:00
1615,808,bcameron,Start,00:05:00
1616,808,bcameron,Failure,00:14:00
1617,809,abarker,Start,00:06:00
1618,809,abarker,Success,00:19:00
1619,810,fkaiser,Start,00:07:00
1620,810,fkaiser,Success,00:46:00
1621,811,msandoval,Start,00:10:00
1622,811,msandoval,Success,01:06:00
1623,812,bcameron,Start,00:01:00
1624,812,bcameron,Failure,00:34:00
1625,813,dkaplan,Start,00:04:00
1626,813,dkaplan,Success,00:10:00
1627,814,jwagoner,Start,00:07:00
1628,814,jwagoner,Failure,00:38:00
1629,815,fhiedi,Start,00:14:00
1630,815,fhiedi,Success,00:35:00
1631,816,fkaiser,Start,00:22:00
1632,816,fkaiser,Success,01:07:00
1633,817,cchoi,Start,00:30:00
1634,817,cchoi,Success,01:19:00
1635,818,rlarson,Start,00:01:00
1636,818,rlarson,Failure,00:28:00
1637,819,rhurst,Start,00:09:00
1638,819,rhurst,Failure,00:54:00
1639,820,fdonovan,Start,00:02:00
1640,820,fdonovan,Failure,00:15:00
1641,821,fhiedi,Start,00:08:00
1642,821,fhiedi,Success,00:18:00
1643,822,lhorn,Start,00:07:00
1644,822,lhorn,Success,00:53:00
1645,823,abarker,Start,00:07:00
1646,823,abarker,Success,00:20:00
1647,824,ctrevino,Start,00:01:00
1648,824,ctrevino,Success,00:54:00
1649,825,mmullen,Start,00:02:00
1650,825,mmullen,Success,00:22:00
1651,826,wcary,Start,00:01:00
1652,826,wcary,Success,00:13:00
1653,827,rvalencia,Start,00:05:00
1654,827,rvalencia,Failure,00:33:00
1655,828,senglish,Start,00:03:00
1656,828,senglish,Failure,00:08:00
1657,829,rhurst,Start,00:05:00
1658,829,rhurst,Failure,00:14:00
1659,830,lmackey,Start,00:04:00
1660,830,lmackey,Success,00:46:00
1661,831,abarnes,Start,00:08:00
1662,831,abarnes,Failure,00:39:00
1663,832,msandoval,Start,00:08:00
1664,832,msandoval,Failure,00:20:00
1665,833,jclay,Start,00:06:00
1666,833,jclay,Success,00:48:00
1667,834,fdonovan,Start,00:09:00
1668,834,fdonovan,Success,01:05:00
1669,835,fhiedi,Start,00:07:00
1670,835,fhiedi,Success,00:40:00
1671,836,djohns,Start,00:05:00
1672,836,djohns,Success,00:55:00
1673,837,hbethann,Start,00:08:00
1674,837,hbethann,Success,00:43:00
1675,838,jclay,Start,00:16:00
1676,838,jclay,Success,00:48:00
1677,839,dwalsh,Start,00:08:00
1678,839,dwalsh,Failure,00:19:00
1679,840,aclay,Start,00:15:00
1680,840,aclay,Success,00:30:00
1681,841,cchoi,Start,00:03:00
1682,841,cchoi,Failure,00:14:00
1683,842,kshannon,Start,00:09:00
1684,842,kshannon,Success,00:29:00
1685,843,bcameron,Start,00:01:00
1686,843,bcameron,Failure,00:23:00
1687,844,bleonard,Start,00:02:00
1688,844,bleonard,Failure,00:36:00
1689,845,mfuentes,Start,00:03:00
1690,845,mfuentes,Success,00:23:00
1691,846,wcary,Start,00:05:00
1692,846,wcary,Success,00:13:00
1693,847,vearleen,Start,00:08:00
1694,847,vearleen,Success,00:36:00
1695,848,jclay,Start,00:13:00
1696,848,jclay,Success,00:34:00
1697,849,vearleen,Start,00:07:00
1698,849,vearleen,Success,00:32:00
1699,850,djohns,Start,00:02:00
1700,850,djohns,Success,00:53:00
1701,851,mmullen,Start,00:04:00
1702,851,mmullen,Success,00:52:00
1703,852,cfry,Start,00:11:00
1704,852,cfry,Success,00:59:00
1705,853,rlarson,Start,00:07:00
1706,853,rlarson,Success,01:05:00
1707,854,bmcfarland,Start,00:04:00
1708,854,bmcfarland,Failure,00:38:00
1709,855,amccormick,Start,00:02:00
1710,855,amccormick,Success,00:19:00
1711,856,vearleen,Start,00:11:00
1712,856,vearleen,Success,00:34:00
1713,857,abarker,Start,00:02:00
1714,857,abarker,Success,00:26:00
1715,858,cchoi,Start,00:06:00
1716,858,cchoi,Success,00:26:00
1717,859,dkaplan,Start,00:08:00
1718,859,dkaplan,Success,00:17:00
1719,860,lhorn,Start,00:10:00
1720,860,lhorn,Success,00:55:00
1721,861,gmcpherson,Start,00:08:00
1722,861,gmcpherson,Failure,00:59:00
1723,862,kclayton,Start,00:04:00
1724,862,kclayton,Success,00:13:00
1725,863,dwaller,Start,00:09:00
1726,863,dwaller,Success,00:46:00
1727,864,rmcfarland,Start,00:02:00
1728,864,rmcfarland,Success,00:10:00
1729,865,cmurphy,Start,00:02:00
1730,865,cmurphy,Success,00:50:00
1731,866,ymoses,Start,00:09:00
1732,866,ymoses,Success,00:57:00
1733,867,jmcintire,Start,00:10:00
1734,867,jmcintire,Failure,00:49:00
1735,868,senglish,Start,00:01:00
1736,868,senglish,Success,00:48:00
1737,869,msandoval,Start,00:09:00
1738,869,msandoval,Success,00:56:00
1739,870,hbethann,Start,00:05:00
1740,870,hbethann,Success,00:55:00
1741,871,rmcbride,Start,00:03:00
1742,871,rmcbride,Success,00:25:00
1743,872,djohns,Start,00:07:00
1744,872,djohns,Success,00:33:00
1745,873,alee,Start,00:08:00
1746,873,alee,Success,00:38:00
1747,874,aclay,Start,00:02:00
1748,874,aclay,Success,00:43:00
1749,875,kmullins,Start,00:08:00
1750,875,kmullins,Success,00:46:00
1751,876,jgallegos,Start,00:08:00
1752,876,jgallegos,Failure,00:20:00
1753,877,rvalencia,Start,00:16:00
1754,877,rvalencia,Success,00:56:00
1755,878,hbethann,Start,00:24:00
1756,878,hbethann,Failure,01:02:00
1757,879,rmcbride,Start,00:28:00
1758,879,rmcbride,Success,01:20:00
1759,880,vearleen,Start,00:33:00
1760,880,vearleen,Success,01:03:00
1761,881,jclay,Start,00:09:00
1762,881,jclay,Success,00:37:00
1763,882,rlarson,Start,00:15:00
1764,882,rlarson,Success,00:34:00
1765,883,lthayer,Start,00:01:00
1766,883,lthayer,Success,00:24:00
1767,884,jgallegos,Start,00:08:00
1768,884,jgallegos,Success,00:14:00
1769,885,mpierce,Start,00:16:00
1770,885,mpierce,Success,00:38:00
1771,886,kshannon,Start,00:05:00
1772,886,kshannon,Success,00:50:00
1773,887,bmcfarland,Start,00:10:00
1774,887,bmcfarland,Failure,00:20:00
1775,888,dkaplan,Start,00:07:00
1776,888,dkaplan,Success,00:46:00
1777,889,dwalsh,Start,00:07:00
1778,889,dwalsh,Failure,00:34:00
1779,890,aclay,Start,00:09:00
1780,890,aclay,Success,00:30:00
1781,891,mpierce,Start,00:02:00
1782,891,mpierce,Failure,00:45:00
1783,892,bmelanie,Start,00:01:00
1784,892,bmelanie,Success,00:51:00
1785,893,cgamble,Start,00:04:00
1786,893,cgamble,Success,00:57:00
1787,894,ghickey,Start,00:06:00
1788,894,ghickey,Success,00:32:00
1789,895,lhorn,Start,00:11:00
1790,895,lhorn,Failure,00:31:00
1791,896,cgamble,Start,00:19:00
1792,896,cgamble,Success,00:52:00
1793,897,awest,Start,00:21:00
1794,897,awest,Success,00:34:00
1795,898,jclay,Start,00:01:00
1796,898,jclay,Success,00:47:00
1797,899,mmullen,Start,00:08:00
1798,899,mmullen,Success,01:03:00
1799,900,gmcpherson,Start,00:12:00
1800,900,gmcpherson,Success,00:44:00
1801,901,cgamble,Start,00:03:00
1802,901,cgamble,Failure,00:26:00
1803,902,fkaiser,Start,00:03:00
1804,902,fkaiser,Success,00:37:00
1805,903,rlarson,Start,00:01:00
1806,903,rlarson,Success,00:45:00
1807,904,abowers,Start,00:06:00
1808,904,abowers,Failure,01:02:00
1809,905,lhorn,Start,00:14:00
1810,905,lhorn,Failure,00:24:00
1811,906,cgamble,Start,00:17:00
1812,906,cgamble,Failure,00:40:00
1813,907,abarker,Start,00:24:00
1814,907,abarker,Success,00:32:00
1815,908,amccormick,Start,00:08:00
1816,908,amccormick,Failure,01:06:00
1817,909,fkaiser,Start,00:15:00
1818,909,fkaiser,Success,00:29:00
1819,910,fhiedi,Start,00:05:00
1820,910,fhiedi,Failure,00:51:00
1821,911,ymoses,Start,00:06:00
1822,911,ymoses,Failure,00:12:00
1823,912,lmackey,Start,00:13:00
1824,912,lmackey,Success,00:55:00
1825,913,rhurst,Start,00:08:00
1826,913,rhurst,Success,00:31:00
1827,914,alee,Start,00:03:00
1828,914,alee,Success,00:24:00
1829,915,djohns,Start,00:05:00
1830,915,djohns,Success,00:18:00
1831,916,rmcbride,Start,00:09:00
1832,916,rmcbride,Success,00:20:00
1833,917,ghickey,Start,00:04:00
1834,917,ghickey,Failure,00:09:00
1835,918,mfuentes,Start,00:06:00
1836,918,mfuentes,Failure,00:55:00
1837,919,mfuentes,Start,00:15:00
1838,919,mfuentes,Success,00:55:00
1839,920,bcameron,Start,00:05:00
1840,920,bcameron,Success,00:15:00
1841,921,jmcintire,Start,00:14:00
1842,921,jmcintire,Success,01:09:00
1843,922,dwalsh,Start,00:09:00
1844,922,dwalsh,Success,00:25:00
1845,923,alee,Start,00:08:00
1846,923,alee,Failure,00:37:00
1847,924,jgallegos,Start,00:07:00
1848,924,jgallegos,Success,00:17:00
1849,925,djohns,Start,00:10:00
1850,925,djohns,Failure,01:04:00
1851,926,rmcfarland,Start,00:09:00
1852,926,rmcfarland,Failure,00:17:00
1853,927,jgallegos,Start,00:14:00
1854,927,jgallegos,Success,01:05:00
1855,928,jwagoner,Start,00:05:00
1856,928,jwagoner,Success,01:02:00
1857,929,lcardiga,Start,00:07:00
1858,929,lcardiga,Failure,00:17:00
1859,930,jwagoner,Start,00:08:00
1860,930,jwagoner,Failure,01:04:00
1861,931,djohns,Start,00:08:00
1862,931,djohns,Success,00:38:00
1863,932,senglish,Start,00:08:00
1864,932,senglish,Success,00:15:00
1865,933,rhurst,Start,00:02:00
1866,933,rhurst,Failure,00:41:00
1867,934,abowers,Start,00:02:00
1868,934,abowers,Success,00:55:00
1869,935,gwade,Start,00:05:00
1870,935,gwade,Failure,00:48:00
1871,936,rmcfarland,Start,00:07:00
1872,936,rmcfarland,Success,00:17:00
1873,937,ahill,Start,00:09:00
1874,937,ahill,Failure,00:17:00
1875,938,fkaiser,Start,00:07:00
1876,938,fkaiser,Failure,00:51:00
1877,939,dwaller,Start,00:03:00
1878,939,dwaller,Success,00:29:00
1879,940,mfuentes,Start,00:09:00
1880,940,mfuentes,Failure,00:50:00
1881,941,elawson,Start,00:02:00
1882,941,elawson,Success,00:37:00
1883,942,mgarner,Start,00:11:00
1884,942,mgarner,Success,00:34:00
1885,943,cfry,Start,00:09:00
1886,943,cfry,Success,00:49:00
1887,944,dkaplan,Start,00:08:00
1888,944,dkaplan,Success,00:18:00
1889,945,lmackey,Start,00:16:00
1890,945,lmackey,Success,00:26:00
1891,946,kclayton,Start,00:04:00
1892,946,kclayton,Success,01:01:00
1893,947,lmackey,Start,00:08:00
1894,947,lmackey,Failure,00:34:00
1895,948,jclay,Start,00:06:00
1896,948,jclay,Failure,00:59:00
1897,949,jmcintire,Start,00:04:00
1898,949,jmcintire,Success,00:26:00
1899,950,rvalencia,Start,00:07:00
1900,950,rvalencia,Failure,01:02:00
1901,951,ymoses,Start,00:07:00
1902,951,ymoses,Success,00:52:00
1903,952,ghickey,Start,00:07:00
1904,952,ghickey,Success,00:20:00
1905,953,abarker,Start,00:09:00
1906,953,abarker,Failure,00:39:00
1907,954,abowers,Start,00:01:00
1908,954,abowers,Success,00:55:00
1909,955,aclay,Start,00:06:00
1910,955,aclay,Failure,00:12:00
1911,956,cfry,Start,00:08:00
1912,956,cfry,Success,00:53:00
1913,957,fdonovan,Start,00:01:00
1914,957,fdonovan,Success,00:08:00
1915,958,dkaplan,Start,00:10:00
1916,958,dkaplan,Failure,00:41:00
1917,959,msandoval,Start,00:04:00
1918,959,msandoval,Success,00:15:00
1919,960,lthayer,Start,00:05:00
1920,960,lthayer,Failure,00:47:00
1921,961,amccormick,Start,00:08:00
1922,961,amccormick,Success,00:34:00
1923,962,aclay,Start,00:10:00
1924,962,aclay,Failure,00:44:00
1925,963,kclayton,Start,00:05:00
1926,963,kclayton,Failure,00:31:00
1927,964,alee,Start,00:12:00
1928,964,alee,Success,01:09:00
1929,965,bmelanie,Start,00:04:00
1930,965,bmelanie,Success,00:23:00
1931,966,rmcfarland,Start,00:01:00
1932,966,rmcfarland,Failure,00:08:00
1933,967,alee,Start,00:08:00
1934,967,alee,Failure,00:40:00
1935,968,awest,Start,00:07:00
1936,968,awest,Success,00:42:00
1937,969,ghickey,Start,00:06:00
1938,969,ghickey,Failure,00:43:00
1939,970,abarker,Start,00:04:00
1940,970,abarker,Failure,00:23:00
1941,971,dwaller,Start,00:07:00
1942,971,dwaller,Success,01:06:00
1943,972,kclayton,Start,00:12:00
1944,972,kclayton,Success,00:46:00
1945,973,abarker,Start,00:02:00
1946,973,abarker,Success,00:07:00
1947,974,dkaplan,Start,00:11:00
1948,974,dkaplan,Success,00:42:00
1949,975,awest,Start,00:05:00
1950,975,awest,Success,00:28:00
1951,976,bmcfarland,Start,00:09:00
1952,976,bmcfarland,Success,00:48:00
1953,977,kclayton,Start,00:05:00
1954,977,kclayton,Failure,00:56:00
1955,978,alee,Start,00:06:00
1956,978,alee,Success,00:33:00
1957,979,djohns,Start,00:10:00
1958,979,djohns,Failure,00:40:00
1959,980,awest,Start,00:09:00
1960,980,awest,Success,00:59:00
1961,981,lhorn,Start,00:07:00
1962,981,lhorn,Success,00:23:00
1963,982,gwade,Start,00:04:00
1964,982,gwade,Success,00:30:00
1965,983,abowers,Start,00:13:00
1966,983,abowers,Success,00:21:00
1967,984,mpierce,Start,00:01:00
1968,984,mpierce,Success,00:49:00
1969,985,cchoi,Start,00:08:00
1970,985,cchoi,Success,01:00:00
1971,986,abowers,Start,00:03:00
1972,986,abowers,Success,00:35:00
1973,987,ctrevino,Start,00:09:00
1974,987,ctrevino,Failure,00:52:00
1975,988,rvalencia,Start,00:16:00
1976,988,rvalencia,Success,00:36:00
1977,989,lmackey,Start,00:19:00
1978,989,lmackey,Success,00:34:00
1979,990,elawson,Start,00:01:00
1980,990,elawson,Failure,00:27:00
1981,991,alee,Start,00:03:00
1982,991,alee,Success,00:22:00
1983,992,bcameron,Start,00:12:00
1984,992,bcameron,Success,00:18:00
1985,993,cmurphy,Start,00:17:00
1986,993,cmurphy,Success,01:01:00
1987,994,ahill,Start,00:07:00
1988,994,ahill,Success,00:22:00
1989,995,amccormick,Start,00:01:00
1990,995,amccormick,Success,00:51:00
1991,996,lthayer,Start,00:02:00
1992,996,lthayer,Success,00:48:00
1993,997,kclayton,Start,00:02:00
1994,997,kclayton,Failure,00:29:00
1995,998,jmcintire,Start,00:09:00
1996,998,jmcintire,Success,00:24:00
1997,999,jwagoner,Start,00:01:00
1998,999,jwagoner,Failure,00:44:00
1999,1000,abarker,Start,00:04:00
2000,1000,abarker,Failure,00:24:00
2001,1001,rvalencia,Start,00:04:00
2002,1001,rvalencia,Success,00:09:00
2003,1002,kshannon,Start,00:03:00
2004,1002,kshannon,Success,00:57:00
2005,1003,ymoses,Start,00:09:00
2006,1003,ymoses,Success,01:07:00
2007,1004,lcardiga,Start,00:10:00
2008,1004,lcardiga,Failure,00:56:00
2009,1005,kmullins,Start,00:03:00
2010,1005,kmullins,Failure,00:26:00
2011,1006,amccormick,Start,00:02:00
2012,1006,amccormick,Success,00:08:00
2013,1007,bmcfarland,Start,00:05:00
2014,1007,bmcfarland,Success,00:42:00
2015,1008,senglish,Start,00:07:00
2016,1008,senglish,Success,00:24:00
2017,1009,lcardiga,Start,00:08:00
2018,1009,lcardiga,Success,01:06:00
2019,1010,jgallegos,Start,00:06:00
2020,1010,jgallegos,Success,00:41:00
2021,1011,rvalencia,Start,00:09:00
2022,1011,rvalencia,Failure,00:59:00
2023,1012,rmcfarland,Start,00:03:00
2024,1012,rmcfarland,Success,00:48:00
2025,1013,hbethann,Start,00:03:00
2026,1013,hbethann,Failure,00:31:00
2027,1014,fhiedi,Start,00:05:00
2028,1014,fhiedi,Failure,00:54:00
2029,1015,lthayer,Start,00:09:00
2030,1015,lthayer,Success,00:21:00
2031,1016,cmurphy,Start,00:01:00
2032,1016,cmurphy,Success,00:37:00
2033,1017,jclay,Start,00:06:00
2034,1017,jclay,Failure,00:38:00
2035,1018,alee,Start,00:07:00
2036,1018,alee,Failure,01:02:00
2037,1019,mmullen,Start,00:10:00
2038,1019,mmullen,Success,00:26:00
2039,1020,abarnes,Start,00:16:00
2040,1020,abarnes,Success,00:49:00
2041,1021,bmcfarland,Start,00:09:00
2042,1021,bmcfarland,Success,00:46:00
2043,1022,aclay,Start,00:17:00
2044,1022,aclay,Success,01:13:00
2045,1023,wcary,Start,00:05:00
2046,1023,wcary,Success,00:18:00
2047,1024,abowers,Start,00:13:00
2048,1024,abowers,Success,00:43:00
2049,1025,bleonard,Start,00:05:00
2050,1025,bleonard,Failure,00:53:00
2051,1026,rmcbride,Start,00:06:00
2052,1026,rmcbride,Success,00:46:00
2053,1027,amccormick,Start,00:04:00
2054,1027,amccormick,Success,00:17:00
2055,1028,jgallegos,Start,00:01:00
2056,1028,jgallegos,Success,00:31:00
2057,1029,cfry,Start,00:08:00
2058,1029,cfry,Success,00:51:00
2059,1030,aclay,Start,00:07:00
2060,1030,aclay,Success,00:57:00
2061,1031,rlarson,Start,00:08:00
2062,1031,rlarson,Failure,00:30:00
2063,1032,rvalencia,Start,00:16:00
2064,1032,rvalencia,Success,01:06:00
2065,1033,abarnes,Start,00:04:00
2066,1033,abarnes,Success,00:57:00
2067,1034,kclayton,Start,00:04:00
2068,1034,kclayton,Success,00:45:00
2069,1035,vearleen,Start,00:07:00
2070,1035,vearleen,Success,00:51:00
2071,1036,lcardiga,Start,00:04:00
2072,1036,lcardiga,Success,00:43:00
2073,1037,lmackey,Start,00:05:00
2074,1037,lmackey,Success,01:00:00
2075,1038,cchoi,Start,00:03:00
2076,1038,cchoi,Failure,00:18:00
2077,1039,abowers,Start,00:04:00
2078,1039,abowers,Success,00:49:00
2079,1040,ctrevino,Start,00:08:00
2080,1040,ctrevino,Failure,00:52:00
2081,1041,djohns,Start,00:08:00
2082,1041,djohns,Success,00:13:00
2083,1042,rhurst,Start,00:10:00
2084,1042,rhurst,Success,01:05:00
2085,1043,fdonovan,Start,00:19:00
2086,1043,fdonovan,Success,01:06:00
2087,1044,rlarson,Start,00:09:00
2088,1044,rlarson,Failure,00:23:00
2089,1045,ahill,Start,00:11:00
2090,1045,ahill,Success,00:18:00
2091,1046,bcameron,Start,00:14:00
2092,1046,bcameron,Success,00:46:00
2093,1047,djohns,Start,00:03:00
2094,1047,djohns,Success,00:22:00
2095,1048,jgallegos,Start,00:08:00
2096,1048,jgallegos,Failure,00:20:00
2097,1049,abarnes,Start,00:07:00
2098,1049,abarnes,Success,00:30:00
2099,1050,rmcfarland,Start,00:11:00
2100,1050,rmcfarland,Success,00:43:00
2101,1051,mfuentes,Start,00:09:00
2102,1051,mfuentes,Success,00:48:00
2103,1052,lmackey,Start,00:12:00
2104,1052,lmackey,Success,00:24:00
2105,1053,ghickey,Start,00:06:00
2106,1053,ghickey,Failure,01:00:00
2107,1054,bcameron,Start,00:15:00
2108,1054,bcameron,Failure,00:50:00
2109,1055,bmcfarland,Start,00:03:00
2110,1055,bmcfarland,Success,00:53:00
2111,1056,vearleen,Start,00:06:00
2112,1056,vearleen,Failure,00:12:00
2113,1057,fhiedi,Start,00:09:00
2114,1057,fhiedi,Success,00:23:00
2115,1058,abowers,Start,00:18:00
2116,1058,abowers,Failure,00:44:00
2117,1059,ymoses,Start,00:02:00
2118,1059,ymoses,Success,00:20:00
2119,1060,fdonovan,Start,00:02:00
2120,1060,fdonovan,Failure,00:19:00
2121,1061,cmurphy,Start,00:01:00
2122,1061,cmurphy,Failure,00:09:00
2123,1062,alee,Start,00:05:00
2124,1062,alee,Success,00:51:00
2125,1063,ymoses,Start,00:09:00
2126,1063,ymoses,Success,00:47:00
2127,1064,elawson,Start,00:09:00
2128,1064,elawson,Success,00:20:00
2129,1065,jgallegos,Start,00:03:00
2130,1065,jgallegos,Failure,00:47:00
2131,1066,elawson,Start,00:10:00
2132,1066,elawson,Failure,00:23:00
2133,1067,cchoi,Start,00:03:00
2134,1067,cchoi,Failure,00:50:00
2135,1068,abowers,Start,00:05:00
2136,1068,abowers,Success,00:25:00
2137,1069,gwade,Start,00:14:00
2138,1069,gwade,Success,00:27:00
2139,1070,mpierce,Start,00:09:00
2140,1070,mpierce,Success,00:43:00
2141,1071,abowers,Start,00:01:00
2142,1071,abowers,Failure,00:35:00
2143,1072,senglish,Start,00:09:00
2144,1072,senglish,Success,00:22:00
2145,1073,abarnes,Start,00:15:00
2146,1073,abarnes,Failure,00:22:00
2147,1074,rmcbride,Start,00:22:00
2148,1074,rmcbride,Success,01:19:00
2149,1075,rvalencia,Start,00:30:00
2150,1075,rvalencia,Success,01:16:00
2151,1076,lhorn,Start,00:06:00
2152,1076,lhorn,Success,01:03:00
2153,1077,rlarson,Start,00:12:00
2154,1077,rlarson,Success,01:11:00
2155,1078,fkaiser,Start,00:09:00
2156,1078,fkaiser,Success,00:35:00
2157,1079,ghickey,Start,00:12:00
2158,1079,ghickey,Success,00:59:00
2159,1080,bmelanie,Start,00:16:00
2160,1080,bmelanie,Success,01:05:00
2161,1081,fdonovan,Start,00:04:00
2162,1081,fdonovan,Failure,00:30:00
2163,1082,kclayton,Start,00:06:00
2164,1082,kclayton,Success,01:04:00
2165,1083,aclay,Start,00:09:00
2166,1083,aclay,Success,00:38:00
2167,1084,aclay,Start,00:08:00
2168,1084,aclay,Success,00:40:00
2169,1085,djohns,Start,00:10:00
2170,1085,djohns,Success,00:26:00
2171,1086,kmullins,Start,00:03:00
2172,1086,kmullins,Success,00:51:00
2173,1087,mmullen,Start,00:08:00
2174,1087,mmullen,Success,00:25:00
2175,1088,kshannon,Start,00:12:00
2176,1088,kshannon,Success,00:37:00
2177,1089,elawson,Start,00:06:00
2178,1089,elawson,Failure,00:24:00
2179,1090,mgarner,Start,00:01:00
2180,1090,mgarner,Success,00:11:00
2181,1091,alee,Start,00:02:00
2182,1091,alee,Failure,00:29:00
2183,1092,dkaplan,Start,00:05:00
2184,1092,dkaplan,Failure,00:41:00
2185,1093,rmcfarland,Start,00:05:00
2186,1093,rmcfarland,Success,00:45:00
2187,1094,bmelanie,Start,00:12:00
2188,1094,bmelanie,Failure,01:06:00
2189,1095,djohns,Start,00:04:00
2190,1095,djohns,Success,00:51:00
2191,1096,lhorn,Start,00:03:00
2192,1096,lhorn,Failure,00:18:00
2193,1097,lcardiga,Start,00:02:00
2194,1097,lcardiga,Success,00:51:00
2195,1098,kmullins,Start,00:03:00
2196,1098,kmullins,Success,00:35:00
2197,1099,alee,Start,00:07:00
2198,1099,alee,Failure,00:53:00
2199,1100,fkaiser,Start,00:03:00
2200,1100,fkaiser,Success,00:10:00
2201,1101,alee,Start,00:06:00
2202,1101,alee,Failure,00:34:00
2203,1102,mfuentes,Start,00:06:00
2204,1102,mfuentes,Failure,00:14:00
2205,1103,kmullins,Start,00:08:00
2206,1103,kmullins,Failure,00:34:00
2207,1104,alee,Start,00:05:00
2208,1104,alee,Success,00:16:00
2209,1105,mfuentes,Start,00:03:00
2210,1105,mfuentes,Success,00:33:00
2211,1106,kmullins,Start,00:03:00
2212,1106,kmullins,Failure,00:14:00
2213,1107,gmcpherson,Start,00:11:00
2214,1107,gmcpherson,Failure,01:09:00
2215,1108,cchoi,Start,00:01:00
2216,1108,cchoi,Success,00:30:00
2217,1109,kclayton,Start,00:05:00
