id	peer	_date	_time	state
10579	rhurst	2022-12-21	10:40:00	1
10580	rhurst	2022-12-21	11:25:00	2
10581	rhurst	2022-12-21	11:43:00	1
10582	rhurst	2022-12-21	12:22:00	2
10583	rhurst	2022-12-22	16:44:00	1
10584	rhurst	2022-12-22	17:10:00	2
10585	rhurst	2022-12-22	17:15:00	1
10586	rhurst	2022-12-22	17:39:00	2
10587	rhurst	2022-12-22	18:02:00	1
10588	rhurst	2022-12-22	18:37:00	2
10589	rhurst	2022-12-29	08:53:00	1
10590	rhurst	2022-12-29	09:20:00	2
10591	rhurst	2023-01-02	15:09:00	1
10592	rhurst	2023-01-02	15:36:00	2
10593	rhurst	2023-01-04	15:08:00	1
10594	rhurst	2023-01-04	15:50:00	2
10595	rhurst	2023-01-04	15:54:00	1
10596	rhurst	2023-01-04	16:26:00	2
10597	rhurst	2023-01-04	16:46:00	1
10598	rhurst	2023-01-04	17:17:00	2
10599	rhurst	2023-01-06	19:28:00	1
10600	rhurst	2023-01-06	20:15:00	2
10601	rhurst	2023-01-06	20:23:00	1
10602	rhurst	2023-01-06	21:17:00	2
10603	rhurst	2023-01-06	21:34:00	1
10604	rhurst	2023-01-06	22:31:00	2
10605	rhurst	2023-01-09	18:05:00	1
10606	rhurst	2023-01-09	18:31:00	2
10607	rhurst	2023-01-09	18:59:00	1
10608	rhurst	2023-01-09	19:34:00	2
10609	rhurst	2023-01-09	19:53:00	1
10610	rhurst	2023-01-09	20:42:00	2
10611	rhurst	2023-01-16	00:47:00	1
10612	rhurst	2023-01-16	01:27:00	2
10613	rhurst	2023-01-16	01:49:00	1
10614	rhurst	2023-01-16	02:20:00	2
10615	rhurst	2023-01-16	02:31:00	1
10616	rhurst	2023-01-16	03:19:00	2
10617	rhurst	2023-01-29	05:33:00	1
10618	rhurst	2023-01-29	06:08:00	2
10619	rhurst	2023-02-05	04:51:00	1
10620	rhurst	2023-02-05	05:42:00	2
10621	rhurst	2023-02-05	06:05:00	1
10622	rhurst	2023-02-05	06:54:00	2
10623	rhurst	2023-02-11	02:15:00	1
10624	rhurst	2023-02-11	03:10:00	2
10625	rhurst	2023-02-17	04:44:00	1
10626	rhurst	2023-02-17	05:16:00	2
10627	rhurst	2023-02-25	16:12:00	1
10628	rhurst	2023-02-25	16:57:00	2
10629	rhurst	2023-03-09	14:56:00	1
10630	rhurst	2023-03-09	15:31:00	2
10631	rhurst	2023-03-09	15:48:00	1
10632	rhurst	2023-03-09	16:40:00	2
10633	rhurst	2023-03-09	16:49:00	1
10634	rhurst	2023-03-09	17:36:00	2
10635	rhurst	2023-03-14	13:20:00	1
10636	rhurst	2023-03-14	14:02:00	2
10637	rhurst	2023-03-14	14:03:00	1
10638	rhurst	2023-03-14	14:35:00	2
10639	rhurst	2023-03-19	07:35:00	1
10640	rhurst	2023-03-19	08:33:00	2
10641	rhurst	2023-03-22	11:28:00	1
10642	rhurst	2023-03-22	12:23:00	2
10643	rhurst	2023-04-11	17:20:00	1
10644	rhurst	2023-04-11	17:52:00	2
10645	rhurst	2023-04-18	13:13:00	1
10646	rhurst	2023-04-18	13:48:00	2
10647	rhurst	2023-04-24	06:57:00	1
10648	rhurst	2023-04-24	07:39:00	2
10649	rhurst	2023-04-24	07:44:00	1
10650	rhurst	2023-04-24	08:05:00	2
10651	rhurst	2023-04-24	08:07:00	1
10652	rhurst	2023-04-24	08:49:00	2
10653	rhurst	2023-04-29	16:47:00	1
10654	rhurst	2023-04-29	17:37:00	2
10655	rhurst	2023-04-29	17:54:00	1
10656	rhurst	2023-04-29	18:38:00	2
10657	rhurst	2023-05-09	11:21:00	1
10658	rhurst	2023-05-09	11:59:00	2
10659	rhurst	2023-05-17	07:45:00	1
10660	rhurst	2023-05-17	08:08:00	2
10661	rhurst	2023-05-17	08:09:00	1
10662	rhurst	2023-05-17	08:50:00	2
10663	rhurst	2023-05-21	09:13:00	1
10664	rhurst	2023-05-21	10:07:00	2
10665	rhurst	2023-05-21	10:31:00	1
10666	rhurst	2023-05-21	11:11:00	2
10667	rhurst	2023-05-21	11:19:00	1
10668	rhurst	2023-05-21	11:49:00	2
10669	rhurst	2023-05-30	08:03:00	1
10670	rhurst	2023-05-30	08:30:00	2
10671	rhurst	2023-05-30	08:43:00	1
10672	rhurst	2023-05-30	09:34:00	2
10673	rhurst	2023-06-08	19:50:00	1
10674	rhurst	2023-06-08	20:10:00	2
10675	rhurst	2023-06-08	20:34:00	1
10676	rhurst	2023-06-08	21:11:00	2
10677	rhurst	2023-06-08	21:21:00	1
10678	rhurst	2023-06-08	22:04:00	2
10679	rhurst	2023-06-10	12:24:00	1
10680	rhurst	2023-06-10	12:44:00	2
10681	rhurst	2023-06-10	13:10:00	1
10682	rhurst	2023-06-10	13:38:00	2
10683	rhurst	2023-06-12	12:27:00	1
10684	rhurst	2023-06-12	13:26:00	2
10685	rhurst	2023-06-12	13:48:00	1
10686	rhurst	2023-06-12	14:33:00	2
10687	rhurst	2023-06-12	14:55:00	1
10688	rhurst	2023-06-12	15:49:00	2
10689	rhurst	2023-06-13	17:28:00	1
10690	rhurst	2023-06-13	17:56:00	2
10691	rhurst	2023-06-25	14:25:00	1
10692	rhurst	2023-06-25	15:00:00	2
10693	rhurst	2023-07-01	18:50:00	1
10694	rhurst	2023-07-01	19:34:00	2
10695	rhurst	2023-07-01	19:56:00	1
10696	rhurst	2023-07-01	20:40:00	2
10697	rhurst	2023-07-11	00:54:00	1
10698	rhurst	2023-07-11	01:28:00	2
10699	rhurst	2023-07-11	01:41:00	1
10700	rhurst	2023-07-11	02:02:00	2
10701	rhurst	2023-07-11	02:03:00	1
10702	rhurst	2023-07-11	03:02:00	2
10703	rhurst	2023-07-12	18:48:00	1
10704	rhurst	2023-07-12	19:29:00	2
10705	rhurst	2023-07-12	19:48:00	1
10706	rhurst	2023-07-12	20:38:00	2
10707	rhurst	2023-07-13	17:46:00	1
10708	rhurst	2023-07-13	18:34:00	2
10709	rhurst	2023-07-13	18:37:00	1
10710	rhurst	2023-07-13	19:28:00	2
10711	rhurst	2023-07-13	19:54:00	1
10712	rhurst	2023-07-13	20:40:00	2
10713	rhurst	2023-08-02	09:05:00	1
10714	rhurst	2023-08-02	09:46:00	2
10715	rhurst	2023-08-06	09:12:00	1
10716	rhurst	2023-08-06	10:10:00	2
10717	rhurst	2023-08-06	10:26:00	1
10718	rhurst	2023-08-06	11:20:00	2
10719	rhurst	2023-08-06	11:28:00	1
10720	rhurst	2023-08-06	12:26:00	2
10721	rhurst	2023-08-08	17:49:00	1
10722	rhurst	2023-08-08	18:47:00	2
10723	rhurst	2023-08-08	19:07:00	1
10724	rhurst	2023-08-08	19:47:00	2
10725	rhurst	2023-08-08	20:09:00	1
10726	rhurst	2023-08-08	20:52:00	2
10727	rhurst	2023-08-17	02:26:00	1
10728	rhurst	2023-08-17	03:07:00	2
10729	rhurst	2023-08-17	03:31:00	1
10730	rhurst	2023-08-17	04:16:00	2
10731	rhurst	2023-08-17	04:43:00	1
10732	rhurst	2023-08-17	05:35:00	2
10733	rhurst	2023-08-27	19:11:00	1
10734	rhurst	2023-08-27	19:58:00	2
10735	rhurst	2023-08-27	20:22:00	1
10736	rhurst	2023-08-27	20:53:00	2
10737	rhurst	2023-08-28	10:05:00	1
10738	rhurst	2023-08-28	10:44:00	2
10739	rhurst	2023-08-31	06:02:00	1
10740	rhurst	2023-08-31	06:49:00	2
10741	abarnes	2022-01-01	20:13:00	1
10742	abarnes	2022-01-01	20:51:00	2
10743	abarnes	2022-01-01	21:13:00	1
10744	abarnes	2022-01-01	21:33:00	2
10745	abarnes	2022-01-01	21:46:00	1
10746	abarnes	2022-01-01	22:14:00	2
10747	abarnes	2022-01-06	15:33:00	1
10748	abarnes	2022-01-06	16:21:00	2
10749	abarnes	2022-01-06	16:32:00	1
10750	abarnes	2022-01-06	16:57:00	2
10751	abarnes	2022-01-06	17:25:00	1
10752	abarnes	2022-01-06	17:52:00	2
10753	abarnes	2022-01-15	17:12:00	1
10754	abarnes	2022-01-15	18:11:00	2
10755	abarnes	2022-01-15	18:29:00	1
10756	abarnes	2022-01-15	19:10:00	2
10757	abarnes	2022-01-15	19:13:00	1
10758	abarnes	2022-01-15	19:44:00	2
10759	abarnes	2022-01-16	01:55:00	1
10760	abarnes	2022-01-16	02:52:00	2
10761	abarnes	2022-01-18	18:04:00	1
10762	abarnes	2022-01-18	18:33:00	2
10763	abarnes	2022-01-18	18:40:00	1
10764	abarnes	2022-01-18	19:34:00	2
10765	abarnes	2022-01-18	19:47:00	1
10766	abarnes	2022-01-18	20:46:00	2
10767	abarnes	2022-01-20	03:06:00	1
10768	abarnes	2022-01-20	04:04:00	2
10769	abarnes	2022-01-20	04:24:00	1
10770	abarnes	2022-01-20	04:46:00	2
10771	abarnes	2022-01-20	05:00:00	1
10772	abarnes	2022-01-20	05:51:00	2
10773	abarnes	2022-01-21	04:18:00	1
10774	abarnes	2022-01-21	04:58:00	2
10775	abarnes	2022-01-21	05:23:00	1
10776	abarnes	2022-01-21	06:16:00	2
10777	abarnes	2022-01-21	06:34:00	1
10778	abarnes	2022-01-21	07:06:00	2
10779	abarnes	2022-02-08	05:48:00	1
10780	abarnes	2022-02-08	06:31:00	2
10781	abarnes	2022-02-08	06:54:00	1
10782	abarnes	2022-02-08	07:43:00	2
10783	abarnes	2022-02-10	00:41:00	1
10784	abarnes	2022-02-10	01:05:00	2
10785	abarnes	2022-02-10	01:23:00	1
10786	abarnes	2022-02-10	02:22:00	2
10787	abarnes	2022-02-10	02:33:00	1
10788	abarnes	2022-02-10	03:30:00	2
10789	abarnes	2022-02-12	07:38:00	1
10790	abarnes	2022-02-12	08:04:00	2
10791	abarnes	2022-02-12	08:25:00	1
10792	abarnes	2022-02-12	08:47:00	2
10793	abarnes	2022-02-12	09:12:00	1
10794	abarnes	2022-02-12	09:39:00	2
10795	abarnes	2022-02-15	19:11:00	1
10796	abarnes	2022-02-15	19:33:00	2
10797	abarnes	2022-03-01	17:45:00	1
10798	abarnes	2022-03-01	18:36:00	2
10799	abarnes	2022-03-04	03:09:00	1
10800	abarnes	2022-03-04	03:54:00	2
10801	abarnes	2022-03-04	04:14:00	1
10802	abarnes	2022-03-04	05:00:00	2
10803	abarnes	2022-03-04	05:22:00	1
10804	abarnes	2022-03-04	05:57:00	2
10805	abarnes	2022-03-07	04:51:00	1
10806	abarnes	2022-03-07	05:36:00	2
10807	abarnes	2022-03-12	16:07:00	1
10808	abarnes	2022-03-12	16:29:00	2
10809	abarnes	2022-03-12	16:40:00	1
10810	abarnes	2022-03-12	17:15:00	2
10811	abarnes	2022-03-15	16:23:00	1
10812	abarnes	2022-03-15	17:18:00	2
10813	abarnes	2022-03-25	02:41:00	1
10814	abarnes	2022-03-25	03:38:00	2
10815	abarnes	2022-03-25	04:01:00	1
10816	abarnes	2022-03-25	04:37:00	2
10817	abarnes	2022-03-31	16:04:00	1
10818	abarnes	2022-03-31	16:56:00	2
10819	abarnes	2022-03-31	17:14:00	1
10820	abarnes	2022-03-31	17:52:00	2
10821	abarnes	2022-03-31	18:02:00	1
10822	abarnes	2022-03-31	19:01:00	2
10823	abarnes	2022-04-08	16:13:00	1
10824	abarnes	2022-04-08	16:34:00	2
10825	abarnes	2022-04-08	17:00:00	1
10826	abarnes	2022-04-08	17:47:00	2
10827	abarnes	2022-04-16	12:10:00	1
10828	abarnes	2022-04-16	12:50:00	2
10829	abarnes	2022-04-16	13:15:00	1
10830	abarnes	2022-04-16	13:50:00	2
10831	abarnes	2022-04-16	13:59:00	1
10832	abarnes	2022-04-16	14:32:00	2
10833	abarnes	2022-04-24	19:20:00	1
10834	abarnes	2022-04-24	20:14:00	2
10835	abarnes	2022-04-24	20:25:00	1
10836	abarnes	2022-04-24	21:03:00	2
10837	abarnes	2022-05-03	15:46:00	1
10838	abarnes	2022-05-03	16:12:00	2
10839	abarnes	2022-05-03	16:23:00	1
10840	abarnes	2022-05-03	16:47:00	2
10841	abarnes	2022-05-13	09:43:00	1
10842	abarnes	2022-05-13	10:31:00	2
10843	abarnes	2022-05-13	10:39:00	1
10844	abarnes	2022-05-13	11:29:00	2
10845	abarnes	2022-05-13	11:46:00	1
10846	abarnes	2022-05-13	12:22:00	2
10847	abarnes	2022-05-14	15:17:00	1
10848	abarnes	2022-05-14	16:03:00	2
10849	abarnes	2022-05-14	16:09:00	1
10850	abarnes	2022-05-14	16:50:00	2
10851	abarnes	2022-05-14	17:14:00	1
10852	abarnes	2022-05-14	17:47:00	2
10853	abarnes	2022-05-24	13:06:00	1
10854	abarnes	2022-05-24	13:49:00	2
10855	abarnes	2022-05-24	13:55:00	1
10856	abarnes	2022-05-24	14:26:00	2
10857	abarnes	2022-05-24	14:33:00	1
10858	abarnes	2022-05-24	15:27:00	2
10859	abarnes	2022-05-27	15:58:00	1
10860	abarnes	2022-05-27	16:47:00	2
10861	abarnes	2022-05-27	16:53:00	1
10862	abarnes	2022-05-27	17:13:00	2
10863	abarnes	2022-06-06	12:11:00	1
10864	abarnes	2022-06-06	12:31:00	2
10865	abarnes	2022-06-06	12:33:00	1
10866	abarnes	2022-06-06	13:24:00	2
10867	abarnes	2022-06-19	08:37:00	1
10868	abarnes	2022-06-19	09:19:00	2
10869	abarnes	2022-06-28	07:24:00	1
10870	abarnes	2022-06-28	07:54:00	2
10871	abarnes	2022-06-30	17:10:00	1
10872	abarnes	2022-06-30	17:32:00	2
10873	abarnes	2022-06-30	18:00:00	1
10874	abarnes	2022-06-30	18:51:00	2
10875	abarnes	2022-06-30	19:01:00	1
10876	abarnes	2022-06-30	19:58:00	2
10877	abarnes	2022-07-02	11:31:00	1
10878	abarnes	2022-07-02	12:05:00	2
10879	abarnes	2022-07-02	12:17:00	1
10880	abarnes	2022-07-02	13:11:00	2
10881	abarnes	2022-07-02	13:30:00	1
10882	abarnes	2022-07-02	14:08:00	2
10883	abarnes	2022-07-03	19:14:00	1
10884	abarnes	2022-07-03	19:47:00	2
10885	abarnes	2022-07-18	03:56:00	1
10886	abarnes	2022-07-18	04:54:00	2
10887	abarnes	2022-07-24	03:40:00	1
10888	abarnes	2022-07-24	04:18:00	2
10889	abarnes	2022-07-24	04:35:00	1
10890	abarnes	2022-07-24	05:11:00	2
10891	abarnes	2022-07-24	05:34:00	1
10892	abarnes	2022-07-24	05:55:00	2
10893	abarnes	2022-07-26	04:19:00	1
10894	abarnes	2022-07-26	05:07:00	2
10895	abarnes	2022-07-26	05:08:00	1
10896	abarnes	2022-07-26	05:28:00	2
10897	abarnes	2022-08-02	12:21:00	1
10898	abarnes	2022-08-02	13:14:00	2
10899	abarnes	2022-08-02	13:35:00	1
10900	abarnes	2022-08-02	14:20:00	2
10901	abarnes	2022-08-04	05:23:00	1
10902	abarnes	2022-08-04	05:43:00	2
10903	abarnes	2022-08-05	01:49:00	1
10904	abarnes	2022-08-05	02:41:00	2
10905	abarnes	2022-08-10	07:55:00	1
10906	abarnes	2022-08-10	08:44:00	2
10907	abarnes	2022-08-13	05:22:00	1
10908	abarnes	2022-08-13	05:52:00	2
10909	abarnes	2022-08-18	09:29:00	1
10910	abarnes	2022-08-18	10:08:00	2
10911	abarnes	2022-08-18	10:37:00	1
10912	abarnes	2022-08-18	11:04:00	2
10913	abarnes	2022-08-18	11:22:00	1
10914	abarnes	2022-08-18	11:48:00	2
10915	abarnes	2022-08-23	18:35:00	1
10916	abarnes	2022-08-23	19:14:00	2
10917	abarnes	2022-09-10	14:23:00	1
10918	abarnes	2022-09-10	15:14:00	2
10919	abarnes	2022-09-10	15:25:00	1
10920	abarnes	2022-09-10	16:12:00	2
10921	abarnes	2022-09-10	16:33:00	1
10922	abarnes	2022-09-10	17:04:00	2
10923	abarnes	2022-09-19	15:53:00	1
10924	abarnes	2022-09-19	16:48:00	2
10925	abarnes	2022-09-19	17:12:00	1
10926	abarnes	2022-09-19	17:40:00	2
10927	abarnes	2022-09-24	05:40:00	1
10928	abarnes	2022-09-24	06:17:00	2
10929	abarnes	2022-09-26	17:12:00	1
10930	abarnes	2022-09-26	18:08:00	2
10931	abarnes	2022-10-03	05:10:00	1
10932	abarnes	2022-10-03	06:04:00	2
10933	abarnes	2022-10-11	16:54:00	1
10934	abarnes	2022-10-11	17:47:00	2
10935	abarnes	2022-10-19	00:35:00	1
10936	abarnes	2022-10-19	01:08:00	2
10937	abarnes	2022-10-19	01:09:00	1
10938	abarnes	2022-10-19	01:43:00	2
10939	abarnes	2022-10-19	02:00:00	1
10940	abarnes	2022-10-19	02:59:00	2
10941	abarnes	2022-10-24	15:41:00	1
10942	abarnes	2022-10-24	16:06:00	2
10943	abarnes	2022-10-24	16:19:00	1
10944	abarnes	2022-10-24	17:10:00	2
10945	abarnes	2022-10-24	17:23:00	1
10946	abarnes	2022-10-24	18:10:00	2
10947	abarnes	2022-11-12	15:32:00	1
10948	abarnes	2022-11-12	16:29:00	2
10949	abarnes	2022-11-12	16:33:00	1
10950	abarnes	2022-11-12	17:16:00	2
10951	abarnes	2022-11-27	11:38:00	1
10952	abarnes	2022-11-27	12:19:00	2
10953	abarnes	2022-11-27	12:32:00	1
10954	abarnes	2022-11-27	13:01:00	2
10955	abarnes	2022-12-02	09:21:00	1
10956	abarnes	2022-12-02	10:05:00	2
10957	abarnes	2022-12-04	09:58:00	1
10958	abarnes	2022-12-04	10:50:00	2
10959	abarnes	2022-12-04	10:58:00	1
10960	abarnes	2022-12-04	11:56:00	2
10961	abarnes	2022-12-04	11:57:00	1
10962	abarnes	2022-12-04	12:48:00	2
10963	abarnes	2022-12-18	15:16:00	1
10964	abarnes	2022-12-18	16:13:00	2
10965	abarnes	2022-12-18	16:18:00	1
10966	abarnes	2022-12-18	16:43:00	2
10967	abarnes	2022-12-20	05:52:00	1
10968	abarnes	2022-12-20	06:50:00	2
10969	abarnes	2022-12-20	07:02:00	1
10970	abarnes	2022-12-20	07:45:00	2
10971	abarnes	2022-12-20	08:08:00	1
10972	abarnes	2022-12-20	08:46:00	2
10973	abarnes	2022-12-27	20:06:00	1
10974	abarnes	2022-12-27	20:38:00	2
10975	abarnes	2022-12-27	20:58:00	1
10976	abarnes	2022-12-27	21:27:00	2
10977	abarnes	2022-12-27	21:55:00	1
10978	abarnes	2022-12-27	22:37:00	2
10979	abarnes	2022-12-30	18:21:00	1
10980	abarnes	2022-12-30	19:10:00	2
10981	abarnes	2023-01-06	05:51:00	1
10982	abarnes	2023-01-06	06:31:00	2
10983	abarnes	2023-01-06	06:43:00	1
10984	abarnes	2023-01-06	07:16:00	2
10985	abarnes	2023-01-06	07:23:00	1
10986	abarnes	2023-01-06	07:50:00	2
10987	abarnes	2023-01-15	16:38:00	1
10988	abarnes	2023-01-15	17:14:00	2
10989	abarnes	2023-01-15	17:22:00	1
10990	abarnes	2023-01-15	18:11:00	2
10991	abarnes	2023-01-15	18:20:00	1
10992	abarnes	2023-01-15	19:18:00	2
10993	abarnes	2023-01-18	13:17:00	1
10994	abarnes	2023-01-18	13:39:00	2
10995	abarnes	2023-01-18	13:50:00	1
10996	abarnes	2023-01-18	14:40:00	2
10997	abarnes	2023-01-20	19:32:00	1
10998	abarnes	2023-01-20	20:20:00	2
10999	abarnes	2023-01-20	20:21:00	1
11000	abarnes	2023-01-20	20:54:00	2
11001	abarnes	2023-01-23	03:11:00	1
11002	abarnes	2023-01-23	04:03:00	2
11003	abarnes	2023-01-23	04:21:00	1
11004	abarnes	2023-01-23	04:45:00	2
11005	abarnes	2023-01-25	19:56:00	1
11006	abarnes	2023-01-25	20:47:00	2
11007	abarnes	2023-01-27	08:26:00	1
11008	abarnes	2023-01-27	09:20:00	2
11009	abarnes	2023-01-27	09:41:00	1
11010	abarnes	2023-01-27	10:17:00	2
11011	abarnes	2023-01-28	01:39:00	1
11012	abarnes	2023-01-28	02:33:00	2
11013	abarnes	2023-01-28	02:46:00	1
11014	abarnes	2023-01-28	03:14:00	2
11015	abarnes	2023-01-30	03:01:00	1
11016	abarnes	2023-01-30	03:54:00	2
11017	abarnes	2023-02-04	18:35:00	1
11018	abarnes	2023-02-04	19:10:00	2
11019	abarnes	2023-02-04	19:11:00	1
11020	abarnes	2023-02-04	19:33:00	2
11021	abarnes	2023-02-11	07:34:00	1
11022	abarnes	2023-02-11	08:04:00	2
11023	abarnes	2023-02-11	08:32:00	1
11024	abarnes	2023-02-11	09:13:00	2
11025	abarnes	2023-02-14	13:11:00	1
11026	abarnes	2023-02-14	14:08:00	2
11027	abarnes	2023-02-14	14:26:00	1
11028	abarnes	2023-02-14	15:12:00	2
11029	abarnes	2023-02-14	15:15:00	1
11030	abarnes	2023-02-14	15:59:00	2
11031	abarnes	2023-02-18	13:03:00	1
11032	abarnes	2023-02-18	13:39:00	2
11033	abarnes	2023-02-20	03:11:00	1
11034	abarnes	2023-02-20	03:38:00	2
11035	abarnes	2023-02-22	05:54:00	1
11036	abarnes	2023-02-22	06:15:00	2
11037	abarnes	2023-02-23	14:26:00	1
11038	abarnes	2023-02-23	15:01:00	2
11039	abarnes	2023-02-23	15:07:00	1
11040	abarnes	2023-02-23	15:57:00	2
11041	abarnes	2023-02-23	16:08:00	1
11042	abarnes	2023-02-23	16:55:00	2
11043	abarnes	2023-02-25	11:40:00	1
11044	abarnes	2023-02-25	12:08:00	2
11045	abarnes	2023-02-25	12:18:00	1
11046	abarnes	2023-02-25	13:17:00	2
11047	abarnes	2023-02-25	13:25:00	1
11048	abarnes	2023-02-25	13:48:00	2
11049	abarnes	2023-02-28	10:47:00	1
11050	abarnes	2023-02-28	11:40:00	2
11051	abarnes	2023-02-28	11:59:00	1
11052	abarnes	2023-02-28	12:31:00	2
11053	abarnes	2023-03-16	04:51:00	1
11054	abarnes	2023-03-16	05:17:00	2
11055	abarnes	2023-03-30	18:20:00	1
11056	abarnes	2023-03-30	18:57:00	2
11057	abarnes	2023-03-30	19:10:00	1
11058	abarnes	2023-03-30	19:55:00	2
11059	abarnes	2023-04-05	02:22:00	1
11060	abarnes	2023-04-05	02:44:00	2
11061	abarnes	2023-04-05	03:02:00	1
11062	abarnes	2023-04-05	03:48:00	2
11063	abarnes	2023-04-07	08:44:00	1
11064	abarnes	2023-04-07	09:40:00	2
11065	abarnes	2023-04-11	19:31:00	1
11066	abarnes	2023-04-11	20:26:00	2
11067	abarnes	2023-04-11	20:54:00	1
11068	abarnes	2023-04-11	21:42:00	2
11069	abarnes	2023-04-11	22:07:00	1
11070	abarnes	2023-04-11	22:30:00	2
11071	abarnes	2023-04-15	00:57:00	1
11072	abarnes	2023-04-15	01:22:00	2
11073	abarnes	2023-04-15	01:50:00	1
11074	abarnes	2023-04-15	02:15:00	2
11075	abarnes	2023-04-15	02:27:00	1
11076	abarnes	2023-04-15	03:07:00	2
11077	abarnes	2023-04-19	07:47:00	1
11078	abarnes	2023-04-19	08:09:00	2
11079	abarnes	2023-04-19	08:17:00	1
11080	abarnes	2023-04-19	09:05:00	2
11081	abarnes	2023-04-27	00:38:00	1
11082	abarnes	2023-04-27	01:28:00	2
11083	abarnes	2023-04-27	01:41:00	1
11084	abarnes	2023-04-27	02:12:00	2
11085	abarnes	2023-04-27	02:22:00	1
11086	abarnes	2023-04-27	02:47:00	2
11087	abarnes	2023-05-10	14:01:00	1
11088	abarnes	2023-05-10	14:45:00	2
11089	abarnes	2023-05-10	15:00:00	1
11090	abarnes	2023-05-10	15:23:00	2
11091	abarnes	2023-05-10	15:46:00	1
11092	abarnes	2023-05-10	16:21:00	2
11093	abarnes	2023-05-19	04:53:00	1
11094	abarnes	2023-05-19	05:44:00	2
11095	abarnes	2023-05-19	05:58:00	1
11096	abarnes	2023-05-19	06:31:00	2
11097	abarnes	2023-05-19	06:40:00	1
11098	abarnes	2023-05-19	07:16:00	2
11099	abarnes	2023-05-25	15:31:00	1
11100	abarnes	2023-05-25	16:16:00	2
11101	abarnes	2023-05-25	16:21:00	1
11102	abarnes	2023-05-25	17:05:00	2
11103	abarnes	2023-05-25	17:23:00	1
11104	abarnes	2023-05-25	18:21:00	2
11105	abarnes	2023-05-28	16:42:00	1
11106	abarnes	2023-05-28	17:11:00	2
11107	abarnes	2023-05-28	17:27:00	1
11108	abarnes	2023-05-28	18:22:00	2
11109	abarnes	2023-05-29	11:23:00	1
11110	abarnes	2023-05-29	11:45:00	2
11111	abarnes	2023-05-30	05:53:00	1
11112	abarnes	2023-05-30	06:47:00	2
11113	abarnes	2023-06-04	11:18:00	1
11114	abarnes	2023-06-04	12:12:00	2
11115	abarnes	2023-06-29	19:59:00	1
11116	abarnes	2023-06-29	20:26:00	2
11117	abarnes	2023-07-09	10:38:00	1
11118	abarnes	2023-07-09	11:22:00	2
11119	abarnes	2023-07-13	08:46:00	1
11120	abarnes	2023-07-13	09:31:00	2
11121	abarnes	2023-07-19	04:44:00	1
11122	abarnes	2023-07-19	05:07:00	2
11123	abarnes	2023-08-01	10:48:00	1
11124	abarnes	2023-08-01	11:08:00	2
11125	abarnes	2023-08-01	11:18:00	1
11126	abarnes	2023-08-01	12:11:00	2
11127	abarnes	2023-08-01	12:27:00	1
11128	abarnes	2023-08-01	13:17:00	2
11129	abarnes	2023-08-08	08:29:00	1
11130	abarnes	2023-08-08	09:13:00	2
11131	abarnes	2023-08-08	09:14:00	1
11132	abarnes	2023-08-08	09:40:00	2
11133	abarnes	2023-08-15	01:24:00	1
11134	abarnes	2023-08-15	02:20:00	2
11135	abarnes	2023-08-15	02:30:00	1
11136	abarnes	2023-08-15	03:07:00	2
11137	abarnes	2023-08-15	03:28:00	1
11138	abarnes	2023-08-15	04:12:00	2
11139	abarnes	2023-08-22	00:32:00	1
11140	abarnes	2023-08-22	01:18:00	2
11141	abarnes	2023-08-22	01:35:00	1
11142	abarnes	2023-08-22	02:23:00	2
11143	abarnes	2023-08-22	02:28:00	1
11144	abarnes	2023-08-22	02:55:00	2
11145	ahill	2022-01-02	07:43:00	1
11146	ahill	2022-01-02	08:29:00	2
11147	ahill	2022-01-21	01:42:00	1
11148	ahill	2022-01-21	02:21:00	2
11149	ahill	2022-01-21	02:32:00	1
11150	ahill	2022-01-21	03:21:00	2
11151	ahill	2022-01-21	03:27:00	1
11152	ahill	2022-01-21	04:07:00	2
11153	ahill	2022-02-05	12:29:00	1
11154	ahill	2022-02-05	12:53:00	2
11155	ahill	2022-02-08	17:29:00	1
11156	ahill	2022-02-08	17:49:00	2
11157	ahill	2022-02-08	18:12:00	1
11158	ahill	2022-02-08	18:59:00	2
11159	ahill	2022-02-08	19:18:00	1
11160	ahill	2022-02-08	19:44:00	2
11161	ahill	2022-02-14	04:51:00	1
11162	ahill	2022-02-14	05:40:00	2
11163	ahill	2022-02-14	05:55:00	1
11164	ahill	2022-02-14	06:37:00	2
11165	ahill	2022-02-14	06:54:00	1
11166	ahill	2022-02-14	07:41:00	2
11167	ahill	2022-02-20	14:39:00	1
11168	ahill	2022-02-20	15:03:00	2
11169	ahill	2022-02-20	15:13:00	1
11170	ahill	2022-02-20	15:38:00	2
11171	ahill	2022-02-20	15:54:00	1
11172	ahill	2022-02-20	16:32:00	2
11173	ahill	2022-02-27	16:29:00	1
11174	ahill	2022-02-27	17:19:00	2
11175	ahill	2022-03-03	13:50:00	1
11176	ahill	2022-03-03	14:31:00	2
11177	ahill	2022-03-03	14:43:00	1
11178	ahill	2022-03-03	15:34:00	2
11179	ahill	2022-03-10	03:15:00	1
11180	ahill	2022-03-10	03:48:00	2
11181	ahill	2022-03-16	09:06:00	1
11182	ahill	2022-03-16	10:02:00	2
11183	ahill	2022-03-18	15:48:00	1
11184	ahill	2022-03-18	16:30:00	2
11185	ahill	2022-03-18	16:52:00	1
11186	ahill	2022-03-18	17:13:00	2
11187	ahill	2022-03-22	10:20:00	1
11188	ahill	2022-03-22	10:56:00	2
